60,8,30977
60,11,18365
60,14,9496
60,17,5043
60,20,3052
60,23,2061
60,26,1375
60,29,946
90,32,1046
90,35,866
90,38,643
90,41,526
90,44,430
90,47,348
90,50,315
90,53,229
