26,0
27,2
28,2
29,2
30,2
31,4
32,5
33,7
34,10
35,12
36,13
37,16
38,18
39,18
40,20
41,20
42,22
43,24
44,25
45,27
46,28
47,29
48,31
49,33
50,35
51,40
52,42
53,43
54,44
55,45
56,46
57,48
58,52
59,53
60,55
61,56
62,58
63,60
64,61
65,61
66,62
67,65
68,67
69,68
70,70
71,71
72,73
73,76
74,82
75,83
76,87
77,88
78,89
79,92
80,93
81,95
82,95
83,97
84,99
85,100
86,101
87,102
88,103
89,103
90,105
91,107
92,111
93,111
94,112
95,113
96,115
97,117
98,119
99,120
100,122
101,123
102,124
103,126
104,127
105,130
106,131
107,131
108,133
109,135
110,139
111,140
112,140
113,144
114,144
115,146
116,147
117,148
118,148
119,150
120,151
121,153
122,154
123,154
124,156
125,158
126,158
127,160
128,162
129,164
130,165
131,165
132,167
133,168
134,169
135,170
136,173
137,175
138,176
139,177
140,179
141,181
142,181
143,183
144,184
145,186
146,190
147,191
148,192
149,195
150,195
151,196
152,199
153,203
154,204
155,205
156,206
157,207
158,209
159,209
160,211
161,212
162,216
163,218
164,221
165,224
166,225
167,226
168,228
169,230
170,231
171,234
172,234
173,234
174,236
175,238
176,239
177,239
178,241
179,242
180,243
190,260
200,274
210,287
220,305
230,324
240,337
250,356
260,379
270,394
280,413
290,430
300,440
310,454
320,470
330,483
340,493
350,504
360,524
370,544
380,559
390,565
400,583
410,597
420,615
430,631
440,648
450,668
460,679
470,702
480,715
490,742
500,766
510,778
520,801
530,814
540,828
550,848
560,865
570,884
580,898
590,911
600,929
610,940
620,953
630,965
640,985
650,992
660,1006
670,1024
680,1037
690,1049
700,1063
710,1077
720,1089
730,1104
740,1118
750,1132
760,1145
770,1156
780,1178
790,1192
800,1213
810,1230
820,1244
830,1264
840,1275
850,1301
860,1318
870,1333
880,1357
890,1375
900,1389
910,1404
920,1425
930,1442
940,1460
950,1484
960,1499
970,1511
980,1519
990,1529
1000,1541
1010,1560
1020,1578
1030,1589
1040,1606
1050,1616
1060,1628
1070,1645
1080,1663
1090,1674
1100,1692
1110,1704
1120,1719
1130,1738
1140,1751
1150,1765
1160,1785
1170,1801
1180,1823
1190,1834
1200,1845
1210,1862
1220,1875
1230,1893
1240,1907
1250,1924
1260,1940
1270,1956
1280,1971
1290,1984
1300,1994
1310,2006
1320,2018
1330,2035
1340,2047
1350,2063
1360,2077
1370,2093
1380,2108
1390,2124
1400,2136
1410,2151
1420,2162
1430,2182
1440,2194
1450,2209
1460,2224
1470,2238
1480,2253
1490,2269
1500,2279
1510,2295
1520,2313
1530,2329
1540,2335
1550,2347
1560,2357
1570,2372
1580,2384
1590,2395
1600,2406
1630,2460
1660,2500
1690,2543
1720,2585
1750,2628
1780,2676
1810,2714
1840,2748
1870,2790
1900,2839
1930,2882
1960,2926
1990,2959
2020,3011
2050,3045
2080,3084
2110,3125
2140,3162
2170,3197
2200,3223
2230,3267
2260,3306
2290,3341
2320,3372
2350,3410
2380,3442
2410,3476
2440,3518
2470,3552
2500,3587
2530,3623
2560,3662
2590,3698
2620,3741
2650,3778
2680,3807
2710,3852
2740,3892
2770,3926
2800,3966
2830,4001
2860,4037
2890,4072
2920,4107
2950,4140
2980,4171
3010,4209
3040,4253
3070,4284
3100,4329
3130,4367
3160,4395
3190,4416
3220,4446
3250,4484
3280,4515
3310,4545
3340,4584
3370,4612
3400,4644
3430,4683
3460,4701
3490,4726
3520,4750
3550,4774
3580,4813
3610,4843
