0.0,0.0
0.5,0.0
1.0,3.0
1.5,4.0
2.0,10.0
2.5,13.0
3.0,15.0
3.5,17.0
4.0,19.0
4.5,24.0
5.0,27.0
5.5,29.0
6.0,34.0
6.5,35.0
7.0,40.0
7.5,43.0
8.0,45.0
8.5,49.0
9.0,52.0
9.5,57.0
10.0,59.0
10.5,60.0
11.0,61.0
11.5,62.0
12.0,62.0
12.5,63.0
13.0,64.0
13.5,67.0
14.0,69.0
14.5,73.0
15.0,79.0
15.5,81.0
16.0,83.0
16.5,83.0
17.0,84.0
17.5,87.0
18.0,89.0
18.5,90.0
19.0,92.0
19.5,92.0
20.0,92.0
20.5,97.0
21.0,100.0
21.5,103.0
22.0,105.0
22.5,105.0
23.0,105.0
23.5,106.0
24.0,109.0
24.5,110.0
25.0,110.0
25.5,112.0
26.0,115.0
26.5,119.0
27.0,120.0
27.5,121.0
28.0,123.0
28.5,124.0
29.0,124.0
29.5,125.0
30.0,127.0
31.0,130.0
32.0,134.0
33.0,139.0
34.0,142.0
35.0,143.0
36.0,145.0
37.0,146.0
38.0,149.0
39.0,150.0
40.0,154.0
41.0,159.0
42.0,161.0
43.0,165.0
44.0,167.0
45.0,170.0
46.0,172.0
47.0,175.0
48.0,177.0
49.0,180.0
50.0,184.0
51.0,184.0
52.0,187.0
53.0,190.0
54.0,191.0
55.0,191.0
56.0,194.0
57.0,195.0
58.0,196.0
59.0,197.0
60.0,197.0
61.0,203.0
62.0,206.0
63.0,208.0
64.0,209.0
65.0,211.0
66.0,214.0
67.0,218.0
68.0,218.0
69.0,219.0
70.0,222.0
71.0,225.0
72.0,232.0
73.0,233.0
74.0,234.0
75.0,237.0
76.0,240.0
77.0,242.0
78.0,245.0
79.0,246.0
80.0,249.0
81.0,253.0
82.0,256.0
83.0,257.0
84.0,259.0
85.0,262.0
86.0,264.0
87.0,265.0
88.0,269.0
89.0,270.0
90.0,274.0
91.0,277.0
92.0,279.0
93.0,282.0
94.0,282.0
95.0,282.0
96.0,284.0
97.0,286.0
98.0,286.0
99.0,287.0
100.0,287.0
101.0,291.0
102.0,292.0
103.0,296.0
104.0,297.0
105.0,299.0
106.0,299.0
107.0,299.0
108.0,300.0
109.0,303.0
110.0,303.0
111.0,307.0
112.0,310.0
113.0,310.0
114.0,310.0
115.0,312.0
116.0,314.0
117.0,317.0
118.0,321.0
119.0,322.0
120.0,324.0
121.0,328.0
122.0,329.0
123.0,332.0
124.0,334.0
125.0,335.0
126.0,337.0
127.0,339.0
128.0,339.0
129.0,339.0
130.0,340.0
131.0,342.0
132.0,343.0
133.0,347.0
134.0,350.0
135.0,351.0
136.0,352.0
137.0,353.0
138.0,353.0
139.0,355.0
140.0,355.0
141.0,356.0
142.0,358.0
143.0,359.0
144.0,360.0
145.0,360.0
146.0,360.0
147.0,360.0
148.0,361.0
149.0,363.0
150.0,363.0
151.0,369.0
152.0,369.0
153.0,369.0
154.0,371.0
155.0,372.0
156.0,374.0
157.0,375.0
158.0,376.0
159.0,376.0
160.0,380.0
161.0,383.0
162.0,385.0
163.0,386.0
164.0,387.0
165.0,389.0
166.0,392.0
167.0,393.0
168.0,396.0
169.0,396.0
170.0,400.0
171.0,402.0
172.0,403.0
173.0,409.0
174.0,411.0
175.0,413.0
176.0,414.0
177.0,414.0
178.0,415.0
179.0,417.0
180.0,420.0
181.0,420.0
182.0,422.0
183.0,424.0
184.0,425.0
185.0,429.0
186.0,430.0
187.0,430.0
188.0,433.0
189.0,434.0
190.0,435.0
191.0,437.0
192.0,439.0
193.0,440.0
194.0,440.0
195.0,441.0
196.0,443.0
197.0,443.0
198.0,444.0
199.0,446.0
200.0,446.0
201.0,449.0
202.0,452.0
203.0,453.0
204.0,456.0
205.0,459.0
206.0,461.0
207.0,461.0
208.0,461.0
209.0,462.0
210.0,464.0
211.0,465.0
212.0,465.0
213.0,466.0
214.0,467.0
215.0,467.0
216.0,470.0
217.0,471.0
218.0,474.0
219.0,475.0
220.0,476.0
221.0,477.0
222.0,483.0
225.0,485.0
228.0,487.0
231.0,492.0
234.0,495.0
237.0,495.0
240.0,499.0
243.0,501.0
246.0,506.0
249.0,512.0
252.0,517.0
255.0,522.0
258.0,525.0
261.0,529.0
264.0,529.0
267.0,530.0
270.0,533.0
273.0,539.0
276.0,540.0
279.0,547.0
282.0,551.0
285.0,553.0
288.0,554.0
291.0,559.0
294.0,564.0
297.0,567.0
300.0,575.0
310.0,590.0
320.0,599.0
330.0,604.0
340.0,613.0
350.0,619.0
360.0,629.0
370.0,637.0
380.0,645.0
390.0,654.0
400.0,659.0
410.0,665.0
420.0,675.0
430.0,680.0
440.0,687.0
450.0,694.0
460.0,700.0
470.0,716.0
480.0,730.0
510.0,754.0
540.0,774.0
570.0,797.0
600.0,821.0
630.0,835.0
660.0,847.0
690.0,865.0
720.0,880.0
750.0,894.0
